ID,FORM,LEMMA,PLEMMA,POS,PPOS,FEAT,PFEAT,HEAD,PHEAD,DEPREL,PDEPREL,FILLPRED,PRED,APRED
6,abx,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Entity
7,(,_,(,_,(,1,_,_,_,_,_,_,_,I-Entity
8,3,_,3,_,CD,1,_,_,_,_,_,_,_,I-Entity
9,),_,),_,),1,_,_,_,_,_,_,_,I-Entity
10,metal,_,metal,_,NN,1,_,_,_,_,_,_,_,I-Entity
11,halide,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Entity
12,unk,_,UNK,_,VBZ,1,_,_,_,_,_,_,_,I-Entity
13,for,_,for,_,IN,1,_,_,_,_,_,_,_,I-Entity
14,high,_,high,_,JJ,1,_,_,_,_,_,high.a,Extreme_value,S-Degree
15,performance,_,performance,_,NN,1,_,_,_,_,_,_,_,B-Value
16,perovskite,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Value
17,solar,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Value
18,cells,_,cell,_,NNS,1,_,_,_,_,_,_,_,I-Value
19,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Value
1,entropic,_,UNK,_,NNP,1,_,_,_,_,_,_,_,B-Performance
2,stabilization,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Performance
3,of,_,of,_,IN,1,_,_,_,_,_,_,_,I-Performance
4,mixed,_,mixed,_,JJ,1,_,_,_,_,_,_,_,I-Performance
5,unk,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Performance
6,abx,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Performance
7,(,_,(,_,(,1,_,_,_,_,_,_,_,I-Performance
8,3,_,3,_,CD,1,_,_,_,_,_,_,_,I-Performance
9,),_,),_,),1,_,_,_,_,_,_,_,I-Performance
10,metal,_,metal,_,NN,1,_,_,_,_,_,_,_,I-Performance
11,halide,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Performance
12,unk,_,UNK,_,VBZ,1,_,_,_,_,_,_,_,I-Performance
13,for,_,for,_,IN,1,_,_,_,_,_,_,_,I-Performance
14,high,_,high,_,JJ,1,_,_,_,_,_,_,_,I-Performance
15,performance,_,performance,_,NN,1,_,_,_,_,_,performance.n,Performing_arts,O
16,perovskite,_,UNK,_,NN,1,_,_,_,_,_,_,_,B-Performance
17,solar,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Performance
18,cells,_,cell,_,NNS,1,_,_,_,_,_,_,_,I-Performance
19,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Performance
1,entropic,_,UNK,_,NNP,1,_,_,_,_,_,_,_,B-Use
2,stabilization,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Use
3,of,_,of,_,IN,1,_,_,_,_,_,_,_,I-Use
4,mixed,_,mixed,_,JJ,1,_,_,_,_,_,_,_,I-Use
5,unk,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Use
6,abx,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Use
7,(,_,(,_,(,1,_,_,_,_,_,_,_,I-Use
8,3,_,3,_,CD,1,_,_,_,_,_,_,_,I-Use
9,),_,),_,),1,_,_,_,_,_,_,_,I-Use
10,metal,_,metal,_,NN,1,_,_,_,_,_,_,_,I-Use
11,halide,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Use
12,unk,_,UNK,_,VBZ,1,_,_,_,_,_,_,_,I-Use
13,for,_,for,_,IN,1,_,_,_,_,_,_,_,I-Use
14,high,_,high,_,JJ,1,_,_,_,_,_,_,_,I-Use
15,performance,_,performance,_,NN,1,_,_,_,_,_,_,_,I-Use
16,perovskite,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Use
17,solar,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Use
18,cells,_,cell,_,NNS,1,_,_,_,_,_,cell.n,Building_subparts,O
19,.,_,.,_,.,1,_,_,_,_,_,_,_,S-Use
1,unk,_,UNK,_,JJ,1,_,_,_,_,_,_,_,B-Use
2,triple,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Use
3,cation,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Use
4,perovskite,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Use
5,solar,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Use
6,cells,_,cell,_,NNS,1,_,_,_,_,_,cell.n,Building_subparts,O
7,:,_,:,_,:,1,_,_,_,_,_,_,_,S-Use
8,improved,_,improve,_,VBN,1,_,_,_,_,_,_,_,O
9,stability,_,stability,_,NN,1,_,_,_,_,_,_,_,O
10,",",_,",",_,",",1,_,_,_,_,_,_,_,O
11,reproducibility,_,UNK,_,NN,1,_,_,_,_,_,_,_,O
12,and,_,and,_,CC,1,_,_,_,_,_,_,_,O
13,high,_,high,_,JJ,1,_,_,_,_,_,_,_,O
14,efficiency,_,UNK,_,NN,1,_,_,_,_,_,_,_,O
15,.,_,.,_,.,1,_,_,_,_,_,_,_,O
1,unk,_,UNK,_,JJ,1,_,_,_,_,_,_,_,B-Manner
2,triple,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Manner
3,cation,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Manner
4,perovskite,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Manner
5,solar,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Manner
6,cells,_,cell,_,NNS,1,_,_,_,_,_,_,_,I-Manner
7,:,_,:,_,:,1,_,_,_,_,_,_,_,I-Manner
8,improved,_,improve,_,VBN,1,_,_,_,_,_,improve.v,Progression,S-Degree
9,stability,_,stability,_,NN,1,_,_,_,_,_,_,_,S-Manner
10,",",_,",",_,",",1,_,_,_,_,_,_,_,B-Degree
11,reproducibility,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Degree
12,and,_,and,_,CC,1,_,_,_,_,_,_,_,I-Degree
13,high,_,high,_,JJ,1,_,_,_,_,_,_,_,I-Degree
14,efficiency,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Degree
15,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Degree
1,unk,_,UNK,_,JJ,1,_,_,_,_,_,_,_,B-Dangerous_entity
2,triple,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Dangerous_entity
3,cation,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Dangerous_entity
4,perovskite,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Dangerous_entity
5,solar,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Dangerous_entity
6,cells,_,cell,_,NNS,1,_,_,_,_,_,_,_,I-Dangerous_entity
7,:,_,:,_,:,1,_,_,_,_,_,_,_,I-Dangerous_entity
8,improved,_,improve,_,VBN,1,_,_,_,_,_,_,_,I-Dangerous_entity
9,stability,_,stability,_,NN,1,_,_,_,_,_,stability.n,Precariousness,B-Degree
10,",",_,",",_,",",1,_,_,_,_,_,_,_,I-Degree
11,reproducibility,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Degree
12,and,_,and,_,CC,1,_,_,_,_,_,_,_,I-Degree
13,high,_,high,_,JJ,1,_,_,_,_,_,_,_,I-Degree
14,efficiency,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Degree
15,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Degree
1,unk,_,UNK,_,JJ,1,_,_,_,_,_,_,_,B-Value
2,triple,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Value
3,cation,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Value
4,perovskite,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Value
5,solar,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Value
6,cells,_,cell,_,NNS,1,_,_,_,_,_,_,_,I-Value
7,:,_,:,_,:,1,_,_,_,_,_,_,_,I-Value
8,improved,_,improve,_,VBN,1,_,_,_,_,_,_,_,I-Value
9,stability,_,stability,_,NN,1,_,_,_,_,_,_,_,I-Value
10,",",_,",",_,",",1,_,_,_,_,_,_,_,I-Value
11,reproducibility,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Value
12,and,_,and,_,CC,1,_,_,_,_,_,_,_,I-Value
13,high,_,high,_,JJ,1,_,_,_,_,_,high.a,Extreme_value,B-Degree
14,efficiency,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Degree
15,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Degree
1,etched,_,UNK,_,NNP,1,_,_,_,_,_,_,_,B-Descriptor
2,and,_,and,_,CC,1,_,_,_,_,_,_,_,I-Descriptor
3,doped,_,UNK,_,VBD,1,_,_,_,_,_,_,_,I-Descriptor
4,unk,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Descriptor
5,hybrid,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Descriptor
6,for,_,for,_,IN,1,_,_,_,_,_,for.prep,Taking_sides,S-Degree
7,oxygen,_,oxygen,_,NN,1,_,_,_,_,_,_,_,B-Cognizer
8,unk,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Cognizer
9,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Cognizer
1,etched,_,UNK,_,NNP,1,_,_,_,_,_,_,_,B-Origin
2,and,_,and,_,CC,1,_,_,_,_,_,_,_,I-Origin
3,doped,_,UNK,_,VBD,1,_,_,_,_,_,_,_,I-Origin
4,unk,_,UNK,_,NNP,1,_,_,_,_,_,_,_,I-Origin
5,hybrid,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Origin
6,for,_,for,_,IN,1,_,_,_,_,_,_,_,I-Origin
7,oxygen,_,oxygen,_,NN,1,_,_,_,_,_,oxygen.n,Substance,O
8,unk,_,UNK,_,NN,1,_,_,_,_,_,_,_,O
9,.,_,.,_,.,1,_,_,_,_,_,_,_,O
1,carbon,_,UNK,_,NNP,1,_,_,_,_,_,_,_,O
2,coated,_,UNK,_,VBD,1,_,_,_,_,_,_,_,O
3,porous,_,UNK,_,JJ,1,_,_,_,_,_,_,_,O
4,nickel,_,UNK,_,NN,1,_,_,_,_,_,_,_,O
5,unk,_,UNK,_,NNS,1,_,_,_,_,_,_,_,O
6,unk,_,UNK,_,NNS,1,_,_,_,_,_,_,_,O
7,for,_,for,_,IN,1,_,_,_,_,_,for.prep,Taking_sides,S-Degree
8,highly,_,highly,_,RB,1,_,_,_,_,_,_,_,B-Action
9,efficient,_,efficient,_,JJ,1,_,_,_,_,_,_,_,I-Action
10,oxygen,_,oxygen,_,NN,1,_,_,_,_,_,_,_,B-Degree
11,evolution,_,evolution,_,NN,1,_,_,_,_,_,_,_,I-Degree
12,reaction,_,reaction,_,NN,1,_,_,_,_,_,_,_,I-Degree
13,.,_,.,_,.,1,_,_,_,_,_,_,_,I-Degree
1,carbon,_,UNK,_,NNP,1,_,_,_,_,_,_,_,B-Origin
2,coated,_,UNK,_,VBD,1,_,_,_,_,_,_,_,I-Origin
3,porous,_,UNK,_,JJ,1,_,_,_,_,_,_,_,I-Origin
4,nickel,_,UNK,_,NN,1,_,_,_,_,_,_,_,I-Origin
5,unk,_,UNK,_,NNS,1,_,_,_,_,_,_,_,I-Origin
6,unk,_,UNK,_,NNS,1,_,_,_,_,_,_,_,I-Origin
7,for,_,for,_,IN,1,_,_,_,_,_,_,_,I-Origin
8,highly,_,highly,_,RB,1,_,_,_,_,_,_,_,I-Origin
9,efficient,_,efficient,_,JJ,1,_,_,_,_,_,_,_,I-Origin
10,oxygen,_,oxygen,_,NN,1,_,_,_,_,_,oxygen.n,Substance,O
11,evolution,_,evolution,_,NN,1,_,_,_,_,_,_,_,B-Type
12,reaction,_,reaction,_,NN,1,_,_,_,_,_,_,_,I-Type
13,.,_,.,_,.,1,_,_,_,_,_,_,_,O
1,electrochemical,_,UNK,_,JJ,2,_,_,_,_,_,_,_,O
2,splitting,_,UNK,_,NN,2,_,_,_,_,_,_,_,O
3,of,_,of,_,IN,2,_,_,_,_,_,of.prep,Age,S-Degree
4,water,_,water,_,NN,2,_,_,_,_,_,_,_,B-Age
5,provides,_,provide,_,VBZ,2,_,_,_,_,_,_,_,I-Age
6,an,_,an,_,DT,2,_,_,_,_,_,_,_,I-Age
7,attractive,_,attractive,_,JJ,2,_,_,_,_,_,_,_,I-Age
8,way,_,way,_,NN,2,_,_,_,_,_,_,_,I-Age
9,to,_,to,_,TO,2,_,_,_,_,_,_,_,I-Age
10,produce,_,produce,_,VB,2,_,_,_,_,_,_,_,I-Age
11,hydrogen,_,hydrogen,_,NN,2,_,_,_,_,_,_,_,I-Age
12,fuel,_,fuel,_,NN,2,_,_,_,_,_,_,_,I-Age
13,.,_,.,_,.,2,_,_,_,_,_,_,_,I-Age
1,electrochemical,_,UNK,_,JJ,2,_,_,_,_,_,_,_,O
2,splitting,_,UNK,_,NN,2,_,_,_,_,_,_,_,O
3,of,_,of,_,IN,2,_,_,_,_,_,_,_,O
4,water,_,water,_,NN,2,_,_,_,_,_,_,_,S-Cotheme
5,provides,_,provide,_,VBZ,2,_,_,_,_,_,provide.v,Supply,O
6,an,_,an,_,DT,2,_,_,_,_,_,_,_,S-Cotheme
7,attractive,_,attractive,_,JJ,2,_,_,_,_,_,_,_,O
8,way,_,way,_,NN,2,_,_,_,_,_,_,_,O
9,to,_,to,_,TO,2,_,_,_,_,_,_,_,O
10,produce,_,produce,_,VB,2,_,_,_,_,_,_,_,O
11,hydrogen,_,hydrogen,_,NN,2,_,_,_,_,_,_,_,O
12,fuel,_,fuel,_,NN,2,_,_,_,_,_,_,_,O
13,.,_,.,_,.,2,_,_,_,_,_,_,_,O
1,electrochemical,_,UNK,_,JJ,2,_,_,_,_,_,_,_,B-Trajector
2,splitting,_,UNK,_,NN,2,_,_,_,_,_,_,_,I-Trajector
3,of,_,of,_,IN,2,_,_,_,_,_,_,_,I-Trajector
4,water,_,water,_,NN,2,_,_,_,_,_,_,_,I-Trajector
5,provides,_,provide,_,VBZ,2,_,_,_,_,_,_,_,I-Trajector
6,an,_,an,_,DT,2,_,_,_,_,_,_,_,I-Trajector
7,attractive,_,attractive,_,JJ,2,_,_,_,_,_,_,_,I-Trajector
8,way,_,way,_,NN,2,_,_,_,_,_,_,_,I-Trajector
9,to,_,to,_,TO,2,_,_,_,_,_,to.prep,Goal,O
10,produce,_,produce,_,VB,2,_,_,_,_,_,_,_,B-Trajector
11,hydrogen,_,hydrogen,_,NN,2,_,_,_,_,_,_,_,I-Trajector
12,fuel,_,fuel,_,NN,2,_,_,_,_,_,_,_,I-Trajector
13,.,_,.,_,.,2,_,_,_,_,_,_,_,I-Trajector
